area_name,Rural_urban_continuum_code_2013,Urban_influence_code_2013,Metro_2013,Civilian_labor_force_2018,Employed_2018,Unemployed_2018,Unemployment_rate_2018,Median_Household_Income_2018,Med_HH_Income_Percent_of_State_Total_2018
"Presidio County, TX",7,11,0,"3,040","2,831",209,6.9,"37,738",62.2
"Rains County, TX",8,4,0,"5,908","5,704",204,3.5,"47,572",78.5
"Randall County, TX",2,2,1,"71,644","69,789","1,855",2.6,"69,600",114.8
"Reagan County, TX",6,6,0,"1,874","1,828",46,2.5,"65,273",107.7
"Real County, TX",9,10,0,"1,049",997,52,5.0,"39,506",65.2
"Red River County, TX",6,6,0,"5,087","4,814",273,5.4,"42,233",69.7
"Reeves County, TX",7,8,0,"9,411","9,217",194,2.1,"45,341",74.8
"Refugio County, TX",6,6,0,"3,136","2,993",143,4.6,"44,821",73.9
"Roberts County, TX",9,10,0,428,416,12,2.8,"67,470",111.3
"Robertson County, TX",3,2,1,"7,535","7,223",312,4.1,"44,917",74.1
"Rockwall County, TX",1,1,1,"50,929","49,296","1,633",3.2,"102,858",169.6
"Runnels County, TX",6,6,0,"4,576","4,434",142,3.1,"42,205",69.6
"Rusk County, TX",3,2,1,"22,768","21,847",921,4.0,"49,788",82.1
"Sabine County, TX",8,7,0,"3,544","3,265",279,7.9,"40,641",67.0
"San Augustine County, TX",9,10,0,"3,005","2,813",192,6.4,"38,826",64.0
"San Jacinto County, TX",8,4,0,"11,516","10,948",568,4.9,"47,028",77.6
"San Patricio County, TX",2,2,1,"30,078","28,185","1,893",6.3,"53,559",88.3
"San Saba County, TX",7,9,0,"2,538","2,461",77,3.0,"43,827",72.3
"Schleicher County, TX",8,7,0,"1,370","1,331",39,2.8,"47,317",78.0
"Scurry County, TX",7,8,0,"6,928","6,695",233,3.4,"53,059",87.5
"Shackelford County, TX",8,7,0,"1,943","1,899",44,2.3,"57,126",94.2
"Shelby County, TX",7,9,0,"11,022","10,551",471,4.3,"41,961",69.2
"Sherman County, TX",9,10,0,"1,330","1,295",35,2.6,"57,052",94.1
"Smith County, TX",3,2,1,"106,822","102,951","3,871",3.6,"56,848",93.8
"Somervell County, TX",1,1,1,"4,292","4,116",176,4.1,"63,929",105.4
"Starr County, TX",4,5,0,"25,170","22,642","2,528",10.0,"30,490",50.3
"Stephens County, TX",7,11,0,"3,995","3,851",144,3.6,"43,115",71.1
"Sterling County, TX",8,7,0,581,562,19,3.3,"59,064",97.4
"Stonewall County, TX",9,12,0,590,570,20,3.4,"46,915",77.4
"Sutton County, TX",7,11,0,"1,458","1,402",56,3.8,"54,774",90.3
"Swisher County, TX",6,6,0,"2,653","2,540",113,4.3,"43,084",71.1
"Tarrant County, TX",1,1,1,"1,059,957","1,023,016","36,941",3.5,"66,059",109.0
"Taylor County, TX",3,2,1,"65,343","63,293","2,050",3.1,"48,040",79.2
"Terrell County, TX",9,12,0,378,365,13,3.4,"41,413",68.3
"Terry County, TX",6,6,0,"5,131","4,923",208,4.1,"41,268",68.1
"Throckmorton County, TX",9,12,0,701,678,23,3.3,"42,701",70.4
"Titus County, TX",7,8,0,"12,897","12,252",645,5.0,"45,604",75.2
"Tom Green County, TX",3,2,1,"54,646","52,939","1,707",3.1,"51,393",84.8
"Travis County, TX",1,1,1,"719,238","698,868","20,370",2.8,"76,255",125.8
"Trinity County, TX",7,8,0,"5,314","5,042",272,5.1,"40,486",66.8
"Tyler County, TX",6,6,0,"6,980","6,521",459,6.6,"44,041",72.6
"Upshur County, TX",3,2,1,"17,674","16,938",736,4.2,"48,554",80.1
"Upton County, TX",8,7,0,"1,580","1,526",54,3.4,"53,867",88.8
"Uvalde County, TX",6,3,0,"11,466","10,981",485,4.2,"39,725",65.5
"Val Verde County, TX",5,8,0,"22,423","21,560",863,3.8,"44,276",73.0
"Van Zandt County, TX",6,4,0,"25,757","24,859",898,3.5,"51,152",84.4
"Victoria County, TX",3,2,1,"42,955","41,321","1,634",3.8,"51,646",85.2
"Walker County, TX",4,3,0,"23,877","22,883",994,4.2,"43,681",72.0
"Waller County, TX",1,1,1,"23,141","22,162",979,4.2,"59,807",98.6
"Ward County, TX",6,6,0,"6,774","6,602",172,2.5,"53,621",88.4
"Washington County, TX",6,3,0,"14,872","14,336",536,3.6,"54,332",89.6
"Webb County, TX",2,2,1,"116,294","111,939","4,355",3.7,"44,919",74.1
"Wharton County, TX",4,3,0,"21,284","20,500",784,3.7,"48,040",79.2
"Wheeler County, TX",9,10,0,"2,427","2,351",76,3.1,"48,018",79.2
"Wichita County, TX",3,2,1,"56,368","54,461","1,907",3.4,"47,477",78.3
"Wilbarger County, TX",6,5,0,"4,978","4,772",206,4.1,"44,735",73.8
"Willacy County, TX",6,5,0,"6,389","5,762",627,9.8,"33,171",54.7
"Williamson County, TX",1,1,1,"304,215","294,970","9,245",3.0,"87,817",144.8
"Wilson County, TX",1,1,1,"24,547","23,798",749,3.1,"71,207",117.4
"Winkler County, TX",6,6,0,"4,026","3,912",114,2.8,"56,781",93.6
"Wise County, TX",1,1,1,"31,252","30,184","1,068",3.4,"66,387",109.5
"Wood County, TX",6,6,0,"17,356","16,621",735,4.2,"48,384",79.8
"Yoakum County, TX",7,9,0,"3,714","3,608",106,2.9,"61,560",101.5
"Young County, TX",7,11,0,"8,166","7,904",262,3.2,"49,301",81.3
"Zapata County, TX",6,5,0,"5,358","5,063",295,5.5,"33,160",54.7
"Zavala County, TX",7,9,0,"3,559","3,219",340,9.6,"30,076",49.6
Utah,,,,"1,569,969","1,522,290","47,679",3.0,"71,381",100.0
"Beaver County, UT",7,9,0,"3,005","2,902",103,3.4,"55,940",78.4
"Box Elder County, UT",2,2,1,"25,442","24,693",749,2.9,"62,689",87.8
"Cache County, UT",3,2,1,"63,252","61,598","1,654",2.6,"60,315",84.5
"Carbon County, UT",7,8,0,"8,461","8,090",371,4.4,"51,394",72.0
"Daggett County, UT",9,10,0,398,381,17,4.3,"58,910",82.5
"Davis County, UT",2,2,1,"169,969","165,119","4,850",2.9,"84,381",118.2
"Duchesne County, UT",7,9,0,"7,712","7,369",343,4.4,"60,767",85.1
"Emery County, UT",7,10,0,"4,321","4,119",202,4.7,"54,213",75.9
"Garfield County, UT",9,12,0,"2,773","2,561",212,7.6,"51,028",71.5
"Grand County, UT",7,11,0,"6,056","5,775",281,4.6,"50,750",71.1
"Iron County, UT",4,5,0,"22,861","22,062",799,3.5,"51,393",72.0
"Juab County, UT",2,2,1,"5,564","5,401",163,2.9,"65,379",91.6
"Kane County, UT",6,6,0,"3,785","3,666",119,3.1,"52,355",73.3
"Millard County, UT",7,11,0,"6,200","6,002",198,3.2,"58,644",82.2
"Morgan County, UT",2,2,1,"5,440","5,293",147,2.7,"98,875",138.5
"Piute County, UT",9,12,0,480,455,25,5.2,"40,387",56.6
"Rich County, UT",8,7,0,"1,171","1,134",37,3.2,"60,695",85.0
"Salt Lake County, UT",1,1,1,"619,396","601,161","18,235",2.9,"73,619",103.1
"San Juan County, UT",7,9,0,"5,700","5,353",347,6.1,"42,982",60.2
"Sanpete County, UT",6,6,0,"12,448","11,995",453,3.6,"52,910",74.1
"Sevier County, UT",7,11,0,"9,863","9,519",344,3.5,"54,339",76.1
"Summit County, UT",4,3,0,"24,353","23,633",720,3.0,"105,374",147.6
"Tooele County, UT",1,1,1,"33,206","32,099","1,107",3.3,"73,584",103.1
"Uintah County, UT",7,8,0,"13,583","12,961",622,4.6,"63,631",89.1
"Utah County, UT",2,2,1,"299,036","290,741","8,295",2.8,"75,296",105.5
"Wasatch County, UT",6,3,0,"15,128","14,660",468,3.1,"85,380",119.6
"Washington County, UT",3,2,1,"74,034","71,555","2,479",3.3,"57,069",79.9
"Wayne County, UT",9,12,0,"1,427","1,343",84,5.9,"47,175",66.1
"Weber County, UT",2,2,1,"124,906","120,651","4,255",3.4,"68,106",95.4
Vermont,,,,"345,300","336,496","8,804",2.5,"60,917",100.0
"Addison County, VT",6,6,0,"20,722","20,215",507,2.4,"68,878",113.1
"Bennington County, VT",6,5,0,"18,307","17,757",550,3.0,"52,510",86.2
"Caledonia County, VT",7,9,0,"14,678","14,218",460,3.1,"50,368",82.7
"Chittenden County, VT",3,2,1,"97,097","95,189","1,908",2.0,"74,240",121.9
"Essex County, VT",9,8,0,"2,692","2,599",93,3.5,"43,671",71.7
"Franklin County, VT",3,2,1,"27,570","26,906",664,2.4,"61,129",100.3
"Grand Isle County, VT",3,2,1,"4,070","3,945",125,3.1,"67,746",111.2
"Lamoille County, VT",8,7,0,"13,968","13,495",473,3.4,"60,230",98.9
"Orange County, VT",9,8,0,"15,933","15,527",406,2.5,"62,300",102.3
"Orleans County, VT",7,11,0,"13,501","12,924",577,4.3,"48,688",79.9
"Rutland County, VT",4,5,0,"30,752","29,828",924,3.0,"51,723",84.9
"Washington County, VT",4,5,0,"34,512","33,658",854,2.5,"61,808",101.5
"Windham County, VT",7,9,0,"22,470","21,856",614,2.7,"54,441",89.4
"Windsor County, VT",7,8,0,"29,034","28,384",650,2.2,"57,438",94.3
Virginia,,,,"4,341,153","4,209,651","131,502",3.0,"72,600",100.0
"Accomack County, VA",8,6,0,"16,748","16,099",649,3.9,"42,879",59.1
"Albemarle County, VA",3,2,1,"56,203","54,672","1,531",2.7,"80,392",110.7
"Alleghany County, VA",6,6,0,"6,930","6,669",261,3.8,"46,538",64.1
"Amelia County, VA",1,1,1,"6,208","6,001",207,3.3,"57,280",78.9
"Amherst County, VA",2,2,1,"14,944","14,444",500,3.3,"50,580",69.7
"Appomattox County, VA",2,2,1,"7,119","6,855",264,3.7,"51,131",70.4
"Arlington County, VA",1,1,1,"152,218","149,115","3,103",2.0,"120,950",166.6
"Augusta County, VA",3,2,1,"36,797","35,783","1,014",2.8,"60,556",83.4
"Bath County, VA",8,7,0,"2,513","2,450",63,2.5,"50,564",69.6
"Bedford County, VA",2,2,1,"38,270","37,083","1,187",3.1,"61,186",84.3
"Bland County, VA",8,7,0,"2,833","2,742",91,3.2,"47,681",65.7
"Botetourt County, VA",2,2,1,"17,282","16,811",471,2.7,"71,874",99.0
"Brunswick County, VA",6,4,0,"6,000","5,699",301,5.0,"41,803",57.6
"Buchanan County, VA",9,10,0,"6,928","6,545",383,5.5,"32,144",44.3
"Buckingham County, VA",3,2,1,"6,313","6,027",286,4.5,"45,889",63.2
"Campbell County, VA",2,2,1,"25,890","25,002",888,3.4,"51,525",71.0
"Caroline County, VA",1,1,1,"15,146","14,611",535,3.5,"67,335",92.7
"Carroll County, VA",7,9,0,"13,289","12,802",487,3.7,"41,517",57.2
"Charles City County, VA",1,1,1,"3,643","3,495",148,4.1,"56,872",78.3
"Charlotte County, VA",8,7,0,"5,209","5,015",194,3.7,"41,382",57.0
"Chesterfield County, VA",1,1,1,"186,121","180,588","5,533",3.0,"80,734",111.2
"Clarke County, VA",1,1,1,"7,500","7,280",220,2.9,"84,021",115.7
"Craig County, VA",2,2,1,"2,290","2,207",83,3.6,"50,858",70.1
"Culpeper County, VA",1,1,1,"24,278","23,569",709,2.9,"72,111",99.3
"Cumberland County, VA",8,4,0,"4,648","4,494",154,3.3,"46,300",63.8
"Dickenson County, VA",9,8,0,"4,523","4,287",236,5.2,"35,047",48.3
"Dinwiddie County, VA",1,1,1,"13,551","13,069",482,3.6,"57,257",78.9
"Essex County, VA",6,4,0,"5,507","5,293",214,3.9,"50,785",70.0
"Fairfax County, VA",1,1,1,"626,912","611,282","15,630",2.5,"122,035",168.1
"Fauquier County, VA",1,1,1,"36,681","35,709",972,2.6,"93,462",128.7
"Floyd County, VA",3,2,1,"8,108","7,884",224,2.8,"48,315",66.5
"Fluvanna County, VA",3,2,1,"13,667","13,319",348,2.5,"73,463",101.2
"Franklin County, VA",2,2,1,"26,182","25,363",819,3.1,"53,522",73.7
"Frederick County, VA",3,2,1,"47,352","46,098","1,254",2.6,"77,684",107.0
"Giles County, VA",3,2,1,"7,835","7,569",266,3.4,"50,591",69.7
"Gloucester County, VA",1,1,1,"19,481","18,948",533,2.7,"70,938",97.7
"Goochland County, VA",1,1,1,"11,124","10,788",336,3.0,"89,331",123.0
"Grayson County, VA",9,12,0,"7,667","7,430",237,3.1,"37,550",51.7
"Greene County, VA",3,2,1,"10,306","10,042",264,2.6,"67,498",93.0
"Greensville County, VA",6,4,0,"4,371","4,209",162,3.7,"43,533",60.0
"Halifax County, VA",6,6,0,"15,155","14,525",630,4.2,"43,096",59.4
"Hanover County, VA",1,1,1,"58,777","57,218","1,559",2.7,"91,028",125.4
"Henrico County, VA",1,1,1,"180,763","175,257","5,506",3.0,"68,581",94.5
"Henry County, VA",4,5,0,"23,672","22,781",891,3.8,"36,471",50.2
"Highland County, VA",8,7,0,"1,255","1,220",35,2.8,"45,089",62.1
"Isle of Wight County, VA",1,1,1,"19,348","18,766",582,3.0,"72,993",100.5
"James City County, VA",1,1,1,"36,496","35,422","1,074",2.9,"86,541",119.2
"King and Queen County, VA",8,4,0,"3,851","3,732",119,3.1,"51,124",70.4
"King George County, VA",6,4,0,"13,194","12,799",395,3.0,"86,619",119.3
"King William County, VA",1,1,1,"9,082","8,810",272,3.0,"68,724",94.7
"Lancaster County, VA",9,12,0,"5,292","5,059",233,4.4,"52,814",72.7
"Lee County, VA",8,7,0,"8,308","7,961",347,4.2,"34,796",47.9
"Loudoun County, VA",1,1,1,"219,593","214,065","5,528",2.5,"140,382",193.4
"Louisa County, VA",8,4,0,"19,758","19,200",558,2.8,"63,714",87.8
"Lunenburg County, VA",9,12,0,"5,320","5,146",174,3.3,"41,421",57.1
"Madison County, VA",8,4,0,"7,272","7,092",180,2.5,"60,450",83.3
"Mathews County, VA",1,1,1,"4,122","3,997",125,3.0,"61,764",85.1
"Mecklenburg County, VA",7,9,0,"12,667","12,145",522,4.1,"44,832",61.8
"Middlesex County, VA",8,4,0,"5,230","5,087",143,2.7,"54,871",75.6
"Montgomery County, VA",3,2,1,"49,859","48,368","1,491",3.0,"52,538",72.4
"Nelson County, VA",3,2,1,"7,318","7,088",230,3.1,"56,690",78.1
"New Kent County, VA",1,1,1,"12,396","12,055",341,2.8,"90,858",125.1
"Northampton County, VA",8,4,0,"5,385","5,090",295,5.5,"43,157",59.4
"Northumberland County, VA",9,12,0,"5,540","5,291",249,4.5,"55,418",76.3
"Nottoway County, VA",6,4,0,"7,211","6,986",225,3.1,"46,368",63.9
"Orange County, VA",6,4,0,"17,013","16,492",521,3.1,"63,681",87.7
"Page County, VA",6,4,0,"11,893","11,389",504,4.2,"49,073",67.6
"Patrick County, VA",8,7,0,"7,435","7,144",291,3.9,"42,862",59.0
"Pittsylvania County, VA",4,5,0,"30,488","29,391","1,097",3.6,"44,710",61.6
"Powhatan County, VA",1,1,1,"14,025","13,644",381,2.7,"88,475",121.9
"Prince Edward County, VA",6,4,0,"10,402","9,997",405,3.9,"48,450",66.7
"Prince George County, VA",1,1,1,"14,987","14,434",553,3.7,"68,133",93.8
"Prince William County, VA",1,1,1,"242,475","235,713","6,762",2.8,"106,200",146.3
"Pulaski County, VA",3,2,1,"15,972","15,412",560,3.5,"50,834",70.0
"Rappahannock County, VA",1,1,1,"3,640","3,538",102,2.8,"71,035",97.8
"Richmond County, VA",9,12,0,"4,050","3,922",128,3.2,"49,399",68.0
"Roanoke County, VA",2,2,1,"49,067","47,711","1,356",2.8,"68,734",94.7
"Rockbridge County, VA",6,6,0,"10,567","10,246",321,3.0,"53,413",73.6
"Rockingham County, VA",3,2,1,"41,080","39,968","1,112",2.7,"61,375",84.5
"Russell County, VA",7,9,0,"11,186","10,702",484,4.3,"38,966",53.7
"Scott County, VA",2,2,1,"9,100","8,799",301,3.3,"40,161",55.3
"Shenandoah County, VA",6,4,0,"22,169","21,528",641,2.9,"55,283",76.1
"Smyth County, VA",7,11,0,"13,661","13,109",552,4.0,"40,972",56.4
"Southampton County, VA",6,4,0,"9,029","8,774",255,2.8,"52,741",72.6
"Spotsylvania County, VA",1,1,1,"66,153","64,094","2,059",3.1,"86,695",119.4
"Stafford County, VA",1,1,1,"71,131","68,995","2,136",3.0,"108,421",149.3
"Surry County, VA",8,4,0,"3,750","3,620",130,3.5,"54,663",75.3
"Sussex County, VA",1,1,1,"3,761","3,572",189,5.0,"43,031",59.3
"Tazewell County, VA",5,8,0,"15,911","15,199",712,4.5,"42,074",58.0
"Warren County, VA",1,1,1,"20,169","19,540",629,3.1,"65,635",90.4
"Washington County, VA",2,2,1,"26,663","25,748",915,3.4,"45,510",62.7
"Westmoreland County, VA",6,4,0,"9,371","9,023",348,3.7,"51,414",70.8
"Wise County, VA",7,8,0,"13,210","12,548",662,5.0,"38,045",52.4
"Wythe County, VA",6,6,0,"13,727","13,208",519,3.8,"46,345",63.8
"York County, VA",1,1,1,"32,656","31,730",926,2.8,"86,317",118.9
"Alexandria city, VA",1,1,1,"99,979","97,676","2,303",2.3,"99,425",136.9
"Bristol city, VA",2,2,1,"7,177","6,903",274,3.8,"36,903",50.8
"Buena Vista city, VA",6,6,0,"3,351","3,244",107,3.2,"43,390",59.8
"Charlottesville city, VA",3,2,1,"25,963","25,291",672,2.6,"56,997",78.5
"Chesapeake city, VA",1,1,1,"122,298","118,533","3,765",3.1,"78,846",108.6
"Colonial Heights city, VA",1,1,1,"8,738","8,442",296,3.4,"56,800",78.2
"Covington city, VA",6,6,0,"2,400","2,286",114,4.8,"40,504",55.8
"Danville city, VA",4,5,0,"19,576","18,569","1,007",5.1,"36,015",49.6
"Emporia city, VA",6,4,0,"2,333","2,221",112,4.8,"36,908",50.8
"Fairfax city, VA",1,1,1,"13,271","12,963",308,2.3,"105,532",145.4
"Falls Church city, VA",1,1,1,"8,480","8,295",185,2.2,"137,551",189.5
"Franklin city, VA",6,4,0,"3,589","3,430",159,4.4,"37,327",51.4
"Fredericksburg city, VA",1,1,1,"13,963","13,471",492,3.5,"58,448",80.5
"Galax city, VA",7,9,0,"2,929","2,827",102,3.5,"36,571",50.4
"Hampton city, VA",1,1,1,"64,262","61,619","2,643",4.1,"54,763",75.4
"Harrisonburg city, VA",3,2,1,"24,557","23,686",871,3.5,"42,640",58.7
"Hopewell city, VA",1,1,1,"9,648","9,178",470,4.9,"42,568",58.6
"Lexington city, VA",6,6,0,"2,079","1,979",100,4.8,"48,726",67.1
"Lynchburg city, VA",2,2,1,"36,249","34,770","1,479",4.1,"43,200",59.5
"Manassas city, VA",1,1,1,"21,770","21,174",596,2.7,"79,141",109.0
"Manassas Park city, VA",1,1,1,"9,261","9,005",256,2.8,"77,032",106.1
"Martinsville city, VA",4,5,0,"5,470","5,215",255,4.7,"33,892",46.7
"Newport News city, VA",1,1,1,"88,574","85,305","3,269",3.7,"50,283",69.3
"Norfolk city, VA",1,1,1,"111,338","107,224","4,114",3.7,"48,519",66.8
"Norton city, VA",7,8,0,"1,665","1,598",67,4.0,"34,442",47.4
"Petersburg city, VA",1,1,1,"12,988","12,179",809,6.2,"37,049",51.0
"Poquoson city, VA",1,1,1,"6,361","6,188",173,2.7,"96,057",132.3
"Portsmouth city, VA",1,1,1,"44,163","42,331","1,832",4.1,"47,343",65.2
"Radford city, VA",3,2,1,"8,615","8,283",332,3.9,"39,254",54.1
"Richmond city, VA",1,1,1,"117,557","113,337","4,220",3.6,"48,747",67.1
"Roanoke city, VA",2,2,1,"48,878","47,272","1,606",3.3,"42,715",58.8
"Salem city, VA",2,2,1,"12,902","12,513",389,3.0,"57,274",78.9
"Staunton city, VA",3,2,1,"12,016","11,667",349,2.9,"47,319",65.2
"Suffolk city, VA",1,1,1,"44,502","43,044","1,458",3.3,"69,753",96.1
"Virginia Beach city, VA",1,1,1,"232,337","225,561","6,776",2.9,"76,520",105.4
"Waynesboro city, VA",3,2,1,"10,520","10,175",345,3.3,"47,117",64.9
"Williamsburg city, VA",1,1,1,"6,673","6,399",274,4.1,"52,845",72.8
"Winchester city, VA",3,2,1,"14,544","14,105",439,3.0,"51,456",70.9
Washington,,,,"3,807,013","3,637,581","169,432",4.5,"74,023",100.0
"Adams County, WA",6,5,0,"9,382","8,859",523,5.6,"52,012",70.3
"Asotin County, WA",3,2,1,"10,189","9,739",450,4.4,"49,776",67.2
"Benton County, WA",2,2,1,"99,023","93,702","5,321",5.4,"69,212",93.5
"Chelan County, WA",3,2,1,"45,126","43,003","2,123",4.7,"57,243",77.3
"Clallam County, WA",5,8,0,"28,122","26,281","1,841",6.5,"57,183",77.3
"Clark County, WA",1,1,1,"233,059","221,615","11,444",4.9,"73,971",99.9
"Columbia County, WA",3,2,1,"1,793","1,691",102,5.7,"53,700",72.5
"Cowlitz County, WA",3,2,1,"46,339","43,525","2,814",6.1,"58,624",79.2
"Douglas County, WA",3,2,1,"21,753","20,567","1,186",5.5,"65,912",89.0
"Ferry County, WA",9,12,0,"2,513","2,214",299,11.9,"40,468",54.7
"Franklin County, WA",2,2,1,"41,673","39,069","2,604",6.2,"60,483",81.7
"Garfield County, WA",8,7,0,905,851,54,6.0,"50,185",67.8
"Grant County, WA",5,8,0,"46,546","43,563","2,983",6.4,"53,688",72.5
"Grays Harbor County, WA",4,5,0,"28,263","26,315","1,948",6.9,"48,763",65.9
"Island County, WA",4,3,0,"34,676","32,817","1,859",5.4,"65,987",89.1
"Jefferson County, WA",6,6,0,"12,270","11,543",727,5.9,"55,893",75.5
"King County, WA",1,1,1,"1,264,754","1,224,648","40,106",3.2,"94,822",128.1
"Kitsap County, WA",2,2,1,"123,493","117,634","5,859",4.7,"76,530",103.4
"Kittitas County, WA",4,3,0,"22,030","20,795","1,235",5.6,"55,624",75.1
"Klickitat County, WA",6,4,0,"10,094","9,507",587,5.8,"56,503",76.3
"Lewis County, WA",4,3,0,"33,941","31,756","2,185",6.4,"57,019",77.0
"Lincoln County, WA",8,7,0,"5,075","4,822",253,5.0,"53,326",72.0
"Mason County, WA",4,3,0,"24,457","22,873","1,584",6.5,"58,239",78.7
"Okanogan County, WA",6,6,0,"20,622","19,258","1,364",6.6,"48,345",65.3
"Pacific County, WA",7,9,0,"8,419","7,824",595,7.1,"46,365",62.6
"Pend Oreille County, WA",2,2,1,"4,847","4,492",355,7.3,"49,750",67.2
"Pierce County, WA",1,1,1,"425,870","403,258","22,612",5.3,"75,022",101.3
"San Juan County, WA",9,12,0,"8,280","7,949",331,4.0,"62,249",84.1
"Skagit County, WA",3,2,1,"60,564","57,337","3,227",5.3,"70,955",95.9
"Skamania County, WA",1,1,1,"5,354","5,048",306,5.7,"64,344",86.9
"Snohomish County, WA",1,1,1,"430,814","415,930","14,884",3.5,"87,096",117.7
"Spokane County, WA",2,2,1,"245,323","232,197","13,126",5.4,"59,408",80.3
"Stevens County, WA",2,2,1,"18,393","17,050","1,343",7.3,"51,183",69.1
"Thurston County, WA",2,2,1,"138,067","131,291","6,776",4.9,"72,400",97.8
"Wahkiakum County, WA",8,4,0,"1,333","1,242",91,6.8,"55,692",75.2
"Walla Walla County, WA",3,2,1,"29,350","27,930","1,420",4.8,"57,329",77.4
"Whatcom County, WA",3,2,1,"111,677","106,221","5,456",4.9,"62,262",84.1
"Whitman County, WA",4,5,0,"23,546","22,486","1,060",4.5,"45,389",61.3
"Yakima County, WA",3,2,1,"129,078","120,677","8,401",6.5,"51,377",69.4
West Virginia,,,,"785,196","744,326","40,870",5.2,"44,038",100.0
"Barbour County, WV",6,6,0,"6,857","6,449",408,6.0,"39,776",90.3
"Berkeley County, WV",2,2,1,"57,407","55,083","2,324",4.0,"59,619",135.4
"Boone County, WV",3,2,1,"7,440","6,988",452,6.1,"38,110",86.5
"Braxton County, WV",8,7,0,"5,093","4,737",356,7.0,"39,292",89.2
"Brooke County, WV",3,2,1,"9,849","9,253",596,6.1,"48,342",109.8
"Cabell County, WV",2,2,1,"40,980","39,056","1,924",4.7,"39,790",90.4
"Calhoun County, WV",8,7,0,"2,414","2,164",250,10.4,"36,384",82.6
"Clay County, WV",3,2,1,"3,117","2,856",261,8.4,"35,983",81.7
"Doddridge County, WV",9,8,0,"3,952","3,798",154,3.9,"44,725",101.6
"Fayette County, WV",3,2,1,"15,872","14,869","1,003",6.3,"37,867",86.0
"Gilmer County, WV",7,10,0,"2,363","2,214",149,6.3,"38,173",86.7
"Grant County, WV",7,12,0,"5,811","5,482",329,5.7,"42,146",95.7
"Greenbrier County, WV",6,6,0,"15,611","14,823",788,5.0,"37,665",85.5
"Hampshire County, WV",3,2,1,"10,386","9,945",441,4.2,"44,442",100.9
"Hancock County, WV",3,2,1,"12,872","12,119",753,5.8,"47,299",107.4
"Hardy County, WV",6,6,0,"5,773","5,457",316,5.5,"43,573",98.9
"Harrison County, WV",5,8,0,"34,049","32,518","1,531",4.5,"47,942",108.9
"Jackson County, WV",6,6,0,"16,170","15,527",643,4.0,"48,731",110.7
"Jefferson County, WV",1,1,1,"29,656","28,667",989,3.3,"75,027",170.4
"Kanawha County, WV",3,2,1,"82,348","78,131","4,217",5.1,"41,926",95.2
"Lewis County, WV",7,9,0,"6,661","6,292",369,5.5,"40,691",92.4
"Lincoln County, WV",2,2,1,"7,111","6,622",489,6.9,"39,766",90.3
"Logan County, WV",6,5,0,"10,726","9,988",738,6.9,"34,894",79.2
"McDowell County, WV",7,10,0,"4,456","4,040",416,9.3,"27,292",62.0
"Marion County, WV",4,5,0,"25,192","23,758","1,434",5.7,"46,244",105.0
"Marshall County, WV",3,2,1,"14,133","13,317",816,5.8,"50,064",113.7
"Mason County, WV",6,5,0,"9,917","9,228",689,6.9,"43,050",97.8
"Mercer County, WV",4,5,0,"20,969","19,659","1,310",6.2,"37,860",86.0
"Mineral County, WV",3,2,1,"12,277","11,607",670,5.5,"48,578",110.3
"Mingo County, WV",7,9,0,"6,835","6,320",515,7.5,"32,917",74.7
"Monongalia County, WV",3,2,1,"53,643","51,459","2,184",4.1,"51,070",116.0
"Monroe County, WV",8,7,0,"5,787","5,510",277,4.8,"38,171",86.7
"Morgan County, WV",8,7,0,"7,956","7,616",340,4.3,"49,487",112.4
"Nicholas County, WV",6,6,0,"9,282","8,688",594,6.4,"38,572",87.6
"Ohio County, WV",3,2,1,"21,308","20,333",975,4.6,"48,689",110.6
"Pendleton County, WV",8,7,0,"3,531","3,400",131,3.7,"40,415",91.8
"Pleasants County, WV",6,7,0,"2,841","2,666",175,6.2,"50,768",115.3
"Pocahontas County, WV",9,10,0,"3,797","3,565",232,6.1,"39,467",89.6
"Preston County, WV",3,2,1,"15,320","14,522",798,5.2,"47,101",107.0
"Putnam County, WV",2,2,1,"26,351","25,064","1,287",4.9,"61,995",140.8
"Raleigh County, WV",3,2,1,"29,681","28,139","1,542",5.2,"41,298",93.8
